(0, 0.00014946952252178927)
(1, 0.00014969382019596408)
(2, 0.00014991830453841464)
(3, 0.0001501429753797679)
(4, 0.00015036783254983706)
(5, 0.00015059287587762082)
(6, 0.00015081810519130325)
(7, 0.00015104352031825266)
(8, 0.0001512691210850217)
(9, 0.00015149490731734624)
(10, 0.00015172087884014545)
(11, 0.00015194703547752073)
(12, 0.00015217337705275558)
(13, 0.00015239990338831487)
(14, 0.00015262661430584447)
(15, 0.00015285350962617063)
(16, 0.00015308058916929957)
(17, 0.00015330785275441685)
(18, 0.00015353530019988714)
(19, 0.00015376293132325332)
(20, 0.00015399074594123658)
(21, 0.0001542187438697351)
(22, 0.0001544469249238245)
(23, 0.0001546752889177566)
(24, 0.0001549038356649595)
(25, 0.00015513256497803662)
(26, 0.00015536147666876668)
(27, 0.00015559057054810295)
(28, 0.0001558198464261729)
(29, 0.0001560493041122776)
(30, 0.00015627894341489152)
(31, 0.00015650876414166184)
(32, 0.00015673876609940824)
(33, 0.00015696894909412217)
(34, 0.0001571993129309666)
(35, 0.00015742985741427554)
(36, 0.0001576605823475537)
(37, 0.00015789148753347579)
(38, 0.00015812257277388641)
(39, 0.00015835383786979944)
(40, 0.0001585852826213977)
(41, 0.00015881690682803236)
(42, 0.000159048710288223)
(43, 0.0001592806927996564)
(44, 0.0001595128541591871)
(45, 0.00015974519416283616)
(46, 0.00015997771260579127)
(47, 0.000160210409282406)
(48, 0.0001604432839861999)
(49, 0.00016067633650985766)
(50, 0.00016090956664522885)
(51, 0.0001611429741833276)
(52, 0.00016137655891433224)
(53, 0.00016161032062758478)
(54, 0.00016184425911159082)
(55, 0.00016207837415401882)
(56, 0.0001623126655417001)
(57, 0.00016254713306062816)
(58, 0.00016278177649595851)
(59, 0.00016301659563200838)
(60, 0.00016325159025225633)
(61, 0.00016348676013934154)
(62, 0.00016372210507506406)
(63, 0.00016395762484038413)
(64, 0.00016419331921542198)
(65, 0.00016442918797945737)
(66, 0.00016466523091092928)
(67, 0.00016490144778743564)
(68, 0.00016513783838573333)
(69, 0.00016537440248173713)
(70, 0.00016561113985052005)
(71, 0.00016584805026631272)
(72, 0.0001660851335025034)
(73, 0.00016632238933163708)
(74, 0.000166559817525416)
(75, 0.0001667974178546985)
(76, 0.00016703519008949948)
(77, 0.00016727313399898957)
(78, 0.0001675112493514953)
(79, 0.0001677495359144984)
(80, 0.0001679879934546358)
(81, 0.00016822662173769927)
(82, 0.00016846542052863526)
(83, 0.0001687043895915444)
(84, 0.00016894352868968162)
(85, 0.00016918283758545543)
(86, 0.0001694223160404281)
(87, 0.00016966196381531514)
(88, 0.00016990178066998525)
(89, 0.00017014176636345976)
(90, 0.000170381920653913)
(91, 0.00017062224329867138)
(92, 0.00017086273405421358)
(93, 0.0001711033926761702)
(94, 0.00017134421891932373)
(95, 0.00017158521253760788)
(96, 0.000171826373284108)
(97, 0.00017206770091106023)
(98, 0.00017230919516985198)
(99, 0.0001725508558110209)
(100, 0.00017279268258425565)
(101, 0.0001730346752383948)
(102, 0.0001732768335214273)
(103, 0.00017351915718049192)
(104, 0.0001737616459618774)
(105, 0.00017400429961102182)
(106, 0.00017424711787251295)
(107, 0.00017449010049008754)
(108, 0.00017473324720663184)
(109, 0.00017497655776418063)
(110, 0.00017522003190391784)
(111, 0.00017546366936617574)
(112, 0.00017570746989043542)
(113, 0.00017595143321532606)
(114, 0.00017619555907862528)
(115, 0.00017643984721725858)
(116, 0.00017668429736729957)
(117, 0.00017692890926396967)
(118, 0.00017717368264163807)
(119, 0.00017741861723382133)
(120, 0.00017766371277318387)
(121, 0.00017790896899153708)
(122, 0.00017815438561984)
(123, 0.00017839996238819858)
(124, 0.00017864569902586595)
(125, 0.0001788915952612423)
(126, 0.0001791376508218745)
(127, 0.00017938386543445652)
(128, 0.0001796302388248288)
(129, 0.00017987677071797873)
(130, 0.00018012346083803984)
(131, 0.00018037030890829275)
(132, 0.00018061731465116414)
(133, 0.00018086447778822715)
(134, 0.00018111179804020135)
(135, 0.00018135927512695266)
(136, 0.000181606908767493)
(137, 0.00018185469867998082)
(138, 0.00018210264458172048)
(139, 0.00018235074618916267)
(140, 0.00018259900321790398)
(141, 0.0001828474153826873)
(142, 0.0001830959823974014)
(143, 0.00018334470397508127)
(144, 0.00018359357982790776)
(145, 0.00018384260966720786)
(146, 0.00018409179320345458)
(147, 0.00018434113014626684)
(148, 0.00018459062020440969)
(149, 0.00018484026308579425)
(150, 0.00018509005849747756)
(151, 0.00018534000614566285)
(152, 0.00018559010573569935)
(153, 0.00018584035697208245)
(154, 0.00018609075955845365)
(155, 0.00018634131319760074)
(156, 0.00018659201759145755)
(157, 0.00018684287244110436)
(158, 0.00018709387744676758)
(159, 0.00018734503230782016)
(160, 0.0001875963367227813)
(161, 0.0001878477903893169)
(162, 0.00018809939300423913)
(163, 0.00018835114426350702)
(164, 0.00018860304386222608)
(165, 0.00018885509149464878)
(166, 0.00018910728685417436)
(167, 0.00018935962963334896)
(168, 0.0001896121195238658)
(169, 0.00018986475621656515)
(170, 0.00019011753940143466)
(171, 0.00019037046876760918)
(172, 0.00019062354400337095)
(173, 0.00019087676479615)
(174, 0.0001911301308325238)
(175, 0.00019138364179821762)
(176, 0.00019163729737810482)
(177, 0.00019189109725620667)
(178, 0.00019214504111569262)
(179, 0.00019239912863888058)
(180, 0.0001926533595072367)
(181, 0.0001929077334013761)
(182, 0.00019316225000106226)
(183, 0.00019341690898520792)
(184, 0.00019367171003187474)
(185, 0.00019392665281827375)
(186, 0.00019418173702076517)
(187, 0.0001944369623148592)
(188, 0.0001946923283752156)
(189, 0.00019494783487564407)
(190, 0.00019520348148910455)
(191, 0.00019545926788770736)
(192, 0.0001957151937427133)
(193, 0.000195971258724534)
(194, 0.0001962274625027319)
(195, 0.00019648380474602092)
(196, 0.00019674028512226596)
(197, 0.00019699690329848398)
(198, 0.00019725365894084334)
(199, 0.00019751055171466486)
(200, 0.0001977675812844213)
(201, 0.00019802474731373828)
(202, 0.00019828204946539395)
(203, 0.00019853948740131976)
(204, 0.0001987970607826001)
(205, 0.00019905476926947326)
(206, 0.00019931261252133098)
(207, 0.00019957059019671947)
(208, 0.0001998287019533389)
(209, 0.00020008694744804432)
(210, 0.00020034532633684556)
(211, 0.00020060383827490768)
(212, 0.00020086248291655102)
(213, 0.0002011212599152521)
(214, 0.00020138016892364309)
(215, 0.00020163920959351272)
